RT=UNDEFINED   LT=UNDEFINED
0	213959
1	214012
2	215160
3	214677
4	213810
5	215406
6	214736
7	214724
8	214730
9	214485
10	213920
11	214502
12	214868
13	214900
14	214111
15	213761
16	215251
17	214011
18	214425
19	214714
20	214506
21	214801
22	214815
23	215310
24	215020
25	214730
26	214858
27	215337
28	214918
29	215228
30	213982
31	214996
32	215069
33	215244
34	215244
35	215203
36	215282
37	214934
38	215502
39	215266
40	214744
41	214784
42	214689
43	215522
44	215061
45	215060
46	215112
47	215180
48	215294
49	214947
50	215107
51	215449
52	216437
53	215317
54	216169
55	215716
56	215723
57	215499
58	215770
59	215206
60	214263
61	215549
62	215175
63	215332
64	215489
65	215543
66	215517
67	215626
68	215721
69	216361
70	215293
71	216301
72	215980
73	215509
74	215577
75	215956
76	215688
77	215277
78	215432
79	215967
80	215860
81	215760
82	215522
83	215455
84	215827
85	214780
86	214713
87	215051
88	214537
89	215000
90	215012
91	214689
92	214523
93	213655
94	213958
95	212949
96	212804
97	212717
98	211320
99	210232
100	209167
101	207832
102	205868
103	203958
104	202770
105	200347
106	199261
107	199499
108	199453
109	200347
110	201397
111	203623
112	205953
113	206970
114	208025
115	209567
116	211016
117	210992
118	212607
119	212241
120	212824
121	214319
122	214742
123	214960
124	215110
125	214952
126	215873
127	215743
128	215578
129	216202
130	215469
131	215040
132	215375
133	217294
134	216314
135	217158
136	216562
137	216716
138	216903
139	216285
140	216353
141	217609
142	217149
143	217112
144	217354
145	217085
146	216918
147	217710
148	216895
149	216521
150	217750
151	217305
152	217234
153	217507
154	217313
155	217122
156	217113
157	217052
158	217757
159	217670
160	217507
161	217353
162	217367
163	217654
164	217816
165	217642
166	217630
167	217569
168	217781
169	217917
170	218021
171	217862
172	217627
173	217766
174	217263
175	216777
176	217958
177	217938
178	218206
179	217533
180	218143
181	218386
182	218148
183	218458
184	218607
185	217863
186	217003
187	217482
188	218813
189	218061
190	218225
191	218341
192	218346
193	218154
194	217760
195	219576
196	218165
197	218926
198	217524
199	218362
200	218660
201	218682
202	217601
203	218310
204	218316
205	217788
206	218026
207	218967
208	218658
209	218370
210	218431
211	218094
212	218438
213	217992
214	217876
215	218377
216	217767
217	217700
218	218551
219	219065
220	218881
221	218908
222	218972
223	218276
224	219050
225	218528
226	218369
227	218486
228	218030
229	218492
230	217004
231	218361
232	217830
233	218630
234	218287
235	217513
236	217861
237	219145
238	218110
239	217528
240	217752
241	217154
242	217368
243	217292
244	218070
245	216166
246	216363
247	215000
248	215195
249	214551
250	213003
251	211800
252	210867
253	209332
254	208696
255	206761
256	206412
257	205859
258	206050
259	207485
260	209728
261	210272
262	212005
263	213141
264	214996
265	214680
266	215491
267	215787
268	216458
269	216367
270	217683
271	217075
272	218346
273	218349
274	217665
275	218253
276	218414
277	218282
278	219491
279	219454
280	219274
281	219326
282	218923
283	218637
284	219211
285	219862
286	218914
287	219829
288	219373
289	219061
290	218478
291	219005
292	220049
293	220161
294	219096
295	218944
296	219161
297	219581
298	219668
299	219621
300	219969
301	219055
302	220562
303	219609
304	219798
305	220145
306	219644
307	220571
308	219818
309	220778
310	219950
311	219973
312	219617
313	220116
314	219890
315	219976
316	220729
317	220242
318	219491
319	219236
320	219852
321	220060
322	219581
323	219637
324	220411
325	219712
326	219103
327	220141
328	220055
329	220087
330	220342
331	219753
332	219613
333	219906
334	219349
335	219606
336	219814
337	220253
338	220167
339	219499
340	220244
341	220522
342	219831
343	219483
344	220134
345	219900
346	219587
347	220406
348	219604
349	220029
350	219881
351	220103
352	221329
353	220188
354	220656
355	220412
356	220686
357	219743
358	220407
359	220171
360	219444
361	219523
362	220255
363	219926
364	219719
365	220887
366	220277
367	220071
368	220795
369	219935
370	219808
371	220229
372	220752
373	220455
374	220482
375	220007
376	219479
377	220218
378	220418
379	220131
380	220535
381	220117
382	220110
383	220119
384	220155
385	220621
386	220615
387	219869
388	219249
389	219762
390	220054
391	220052
392	219883
393	219484
394	219537
395	219894
396	219844
397	220676
398	219518
399	219130
400	219949
401	219972
402	219068
403	219465
404	219356
405	219762
406	219560
407	219472
408	219636
409	218074
410	218352
411	218574
412	215787
413	216027
414	215504
415	214227
416	213448
417	213421
418	212532
419	213123
420	214907
421	215262
422	216110
423	217437
424	217487
425	218081
426	217948
427	219089
428	219038
429	218588
430	219508
431	219981
432	219612
433	220743
434	219075
435	220177
436	219141
437	220123
438	219853
439	220297
440	220812
441	219814
442	220529
443	220327
444	220320
445	220193
446	220395
447	221504
448	220083
449	221052
450	220250
451	220565
452	220530
453	220912
454	219756
455	221075
456	220591
457	220245
458	220268
459	220206
460	220415
461	220374
462	219971
463	221365
464	220554
465	220400
466	221044
467	221266
468	220939
469	221069
470	220681
471	220890
472	220687
473	220466
474	220603
475	220571
476	219901
477	220540
478	220060
479	219925
480	220543
481	221273
482	220568
483	220574
484	220312
485	219996
486	220143
487	220613
488	219703
489	220987
490	220429
491	220506
492	219755
493	221191
494	220263
495	220172
496	220075
497	220600
498	220650
499	220138
500	220239
501	220543
502	221210
503	220109
504	220973
505	220286
506	219827
507	220843
508	221310
509	219701
510	220914
511	221222
512	220401
513	221070
514	219986
515	220106
516	219570
517	220341
518	219793
519	219592
520	219035
521	220050
522	220308
523	219326
524	219860
525	220234
526	218944
527	219107
528	218769
529	218940
530	218264
531	217768
532	217417
533	217059
534	216087
535	215238
536	214601
537	213996
538	214206
539	213093
540	213746
541	214337
542	214456
543	216570
544	216964
545	217270
546	217958
547	218440
548	218881
549	218217
550	218680
551	220043
552	220059
553	219506
554	220655
555	220219
556	219857
557	220612
558	220508
559	219238
560	221034
561	220582
562	219652
563	219808
564	220628
565	220271
566	219527
567	220636
568	220627
569	220836
570	220122
571	220669
572	220391
573	220379
574	220436
575	220717
576	219619
577	220705
578	221004
579	220467
580	220476
581	221033
582	220757
583	220310
584	220240
585	221489
586	220757
587	221049
588	220634
589	220631
590	220400
591	220923
592	220454
593	220010
594	220340
595	219686
596	220432
597	221348
598	221554
599	219077
600	220253
601	220346
602	221051
603	220683
604	219579
605	220797
606	220490
607	220324
608	220334
609	221004
610	220771
611	219430
612	220776
613	220650
614	220605
615	220569
616	219686
617	220141
618	219653
619	220958
620	219325
621	220070
622	219833
623	220229
624	219645
625	219917
626	220611
627	220576
628	221041
629	219923
630	219847
631	219971
632	220491
633	220777
634	220499
635	219569
636	219927
637	220588
638	219321
639	220399
640	219666
641	220269
642	220531
643	220056
644	219687
645	219616
646	219264
647	220328
648	220896
649	218879
650	219806
651	219849
652	219508
653	218973
654	220502
655	219507
656	219723
657	219783
658	220945
659	219307
660	219660
661	219369
662	219086
663	218833
664	220002
665	219712
666	220162
667	219391
668	220246
669	219560
670	219861
671	219404
672	219218
673	219164
674	218923
675	219323
676	219212
677	219003
678	218822
679	218654
680	219521
681	217943
682	218470
683	218310
684	218700
685	218505
686	217273
687	218441
688	218303
689	217359
690	216891
691	216756
692	215754
693	214956
694	214076
695	213014
696	211840
697	211074
698	208848
699	207975
700	207086
701	206191
702	206813
703	206708
704	207657
705	209973
706	210984
707	213337
708	214336
709	214795
710	215617
711	215917
712	216120
713	216846
714	217567
715	217689
716	218394
717	218294
718	217707
719	218008
720	218603
721	218628
722	218452
723	218487
724	218742
725	218464
726	219430
727	219487
728	218473
729	219869
730	218400
731	218499
732	218145
733	218705
734	218244
735	219091
736	218593
737	218648
738	218418
739	218663
740	218348
741	219542
742	218995
743	219495
744	219006
745	218932
746	218516
747	218813
748	218844
749	219349
750	218538
751	218913
752	218445
753	218790
754	218779
755	218619
756	218537
757	218649
758	219267
759	218513
760	219142
761	218558
762	218769
763	218738
764	219426
765	218726
766	218955
767	218059
768	218995
769	218753
770	218320
771	219137
772	219754
773	219421
774	219411
775	219138
776	218058
777	218817
778	218125
779	218464
780	218858
781	219064
782	218204
783	218872
784	218635
785	218233
786	218124
787	218288
788	218245
789	218646
790	217920
791	218158
792	218051
793	219403
794	217552
795	218277
796	218340
797	218363
798	219389
799	217688
800	217361
801	217274
802	218405
803	218205
804	218104
805	218147
806	217584
807	217449
