RT=UNDEFINED   LT=UNDEFINED
0	32855
1	32451
2	33017
3	32799
4	32865
5	32788
6	32889
7	32990
8	32422
9	32924
10	32571
11	32931
12	32709
13	32821
14	32888
15	32891
16	32525
17	32774
18	32825
19	32692
20	33068
21	32632
22	32849
23	33085
24	32637
25	32928
26	32739
27	32990
28	33039
29	32785
30	33198
31	32869
32	32736
33	33086
34	32787
35	33002
36	32801
37	33104
38	32676
39	32939
40	32938
41	32951
42	32817
43	32877
44	32756
45	32896
46	32840
47	33144
48	32653
49	32784
50	32802
51	32871
52	32744
53	32621
54	32806
55	33199
56	32951
57	33008
58	33027
59	32924
60	32662
61	32765
62	32815
63	32856
64	32684
65	32486
66	32829
67	33114
68	33153
69	32867
70	33050
71	32598
72	32764
73	32926
74	32695
75	33150
76	32988
77	33027
78	32965
79	33043
80	32938
81	32772
82	33194
83	32904
84	32744
85	32766
86	32569
87	32919
88	32883
89	32989
90	32897
91	32956
92	32689
93	32936
94	32916
95	32878
96	32901
97	33078
98	33024
99	32678
100	33054
101	33619
102	33235
103	32650
104	33005
105	33003
106	33346
107	32779
108	33130
109	32993
110	33099
111	33121
112	32748
113	32792
114	33029
115	33126
116	33008
117	32966
118	32806
119	33105
120	33014
121	32817
122	32711
123	32839
124	33134
125	32687
126	32594
127	33161
128	33026
129	33111
130	32782
131	32737
132	32842
133	33211
134	33419
135	32732
136	33110
137	32847
138	33227
139	32853
140	33179
141	33316
142	32955
143	32971
144	33064
145	33018
146	33079
147	32958
148	33141
149	32753
150	32762
151	32739
152	33474
153	33285
154	32875
155	32675
156	32884
157	32713
158	33143
159	32756
160	32994
161	32953
162	33403
163	33056
164	33159
165	32954
166	33104
167	32908
168	33067
169	33050
170	33114
171	33015
172	33088
173	33305
174	33320
175	32920
176	33059
177	33149
178	33120
179	33009
180	32988
181	33128
182	33354
183	33179
184	33190
185	32980
186	33141
187	32750
188	32998
189	33378
190	33242
191	33410
192	33063
193	33475
194	33181
195	32645
196	32909
197	32936
198	32980
199	33323
200	32750
201	32883
202	33068
203	33151
204	33094
205	32811
206	33211
207	33189
208	33383
209	32852
210	32642
211	33273
212	33068
213	32882
214	32847
215	33168
216	33249
217	32841
218	32924
219	33196
220	32982
221	33223
222	32821
223	32957
224	33153
225	33197
226	33172
227	32860
228	33074
229	32766
230	33367
231	33114
232	33231
233	33067
234	32936
235	32826
236	33174
237	33129
238	32977
239	32941
240	33141
241	33123
242	33213
243	32933
244	33092
245	33293
246	33010
247	33181
248	33028
249	33060
250	33082
251	32799
252	33314
253	33049
254	33022
255	32658
256	33335
257	32908
258	32656
259	32868
260	32995
261	33155
262	33133
263	33320
264	33089
265	33033
266	33369
267	32977
268	33260
269	33417
270	32956
271	33049
272	33314
273	33113
274	33335
275	33396
276	33075
277	32928
278	32750
279	33209
280	33177
281	33392
282	33169
283	33112
284	33110
285	33126
286	33077
287	32910
288	33306
289	33435
290	33254
291	33060
292	33020
293	33146
294	33086
295	33080
296	32950
297	33291
298	33200
299	33217
300	32896
301	32697
302	33120
303	32827
304	32913
305	33126
306	33210
307	33154
308	33432
309	33238
310	32876
311	33274
312	33189
313	33120
314	33242
315	32935
316	33039
317	33599
318	33064
319	33081
320	33358
321	33129
322	33128
323	33347
324	33316
325	33066
326	33101
327	33046
328	32658
329	33048
330	33100
331	33056
332	33214
333	33156
334	33246
335	32876
336	33082
337	33193
338	32945
339	32901
340	32870
341	33097
342	32824
343	32714
344	33265
345	33360
346	32977
347	33100
348	33083
349	33098
350	33009
351	33280
352	33164
353	33213
354	33261
355	32890
356	33396
357	33018
358	33106
359	33050
360	33141
361	32822
362	33183
363	33196
364	33268
365	33259
366	32983
367	32903
368	32762
369	32915
370	33064
371	33218
372	33230
373	33272
374	33011
375	32782
376	33020
377	33056
378	33128
379	32981
380	32980
381	33158
382	33066
383	32586
384	32816
385	32745
386	33105
387	32961
388	33184
389	33249
390	33238
391	32739
392	33226
393	32902
394	32892
395	32932
396	33001
397	32456
398	33001
399	33214
400	33163
401	32833
402	32723
403	32664
404	32872
405	32960
406	32530
407	32704
408	32715
409	32532
410	32674
411	32624
412	32672
413	32608
414	32350
415	32335
416	32651
417	32372
418	32689
419	32209
420	32418
421	32270
422	32209
423	32359
424	31904
425	31981
426	31929
427	31864
428	32199
429	31947
430	31535
431	31723
432	31464
433	31609
434	31252
435	31226
436	31074
437	31185
438	30974
439	30763
440	30824
441	30914
442	30813
443	30739
444	30887
445	30744
446	30869
447	30857
448	31468
449	31482
450	31339
451	31174
452	31812
453	32210
454	31679
455	31954
456	32206
457	32284
458	32143
459	31608
460	32330
461	32275
462	32351
463	32370
464	32697
465	32813
466	32392
467	32674
468	32890
469	32787
470	32378
471	32524
472	32863
473	32755
474	32990
475	32631
476	32987
477	32787
478	32641
479	32858
480	32762
481	33007
482	32736
483	33062
484	32624
485	33027
486	32976
487	33097
488	33122
489	32658
490	33008
491	32874
492	32799
493	32607
494	33044
495	33196
496	32873
497	32844
498	33037
499	33186
500	32993
501	32999
502	33217
503	32630
504	33111
505	32995
506	32769
507	32992
508	32989
509	32961
510	32968
511	33407
512	33131
513	33193
514	33115
515	33079
516	33044
517	33142
518	32776
519	32970
520	32994
521	33009
522	33014
523	32854
524	33011
525	33007
526	32734
527	33143
528	33045
529	32875
530	33140
531	33107
532	32867
533	32987
534	33184
535	32758
536	32977
537	33318
538	33448
539	33057
540	33177
541	33132
542	32897
543	33126
544	33183
545	33472
546	33003
547	33000
548	33037
549	33366
550	32932
551	32951
552	32764
553	33073
554	32833
555	33202
556	33244
557	32980
558	33042
559	33425
560	33129
561	32837
562	33149
563	33034
564	33282
565	33256
566	32947
567	32632
568	32938
569	32855
570	33009
571	33160
572	32879
573	33168
574	33099
575	32981
576	33232
577	33153
578	32852
579	32744
580	33356
581	32875
582	32921
583	32995
584	32798
585	32970
586	32778
587	33154
588	32801
589	32934
590	32784
591	32748
592	32928
593	32746
594	32688
595	32819
596	32902
597	32966
598	32981
599	32782
600	32890
601	32651
602	32844
603	32701
604	32817
605	32586
606	32636
607	32682
608	32459
609	32685
610	32482
611	32114
612	32450
613	32680
614	31978
615	32324
616	32036
617	32257
618	31701
619	31927
620	31882
621	31472
622	31615
623	31537
624	31932
625	31039
626	31088
627	30955
628	31320
629	31206
